,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,16.0,22.0,13.0,17.0,10.0,18.0,17.429,30.0,24.0
2,56983.0,50116.0,48156.0,61298.0,63374.0,64049.0,41173.0,49572.0,78888.0
3,32.0,35.0,36.0,26.0,31.0,20.0,36.0,35.0,28.0
4,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0
5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
6,2643.0,0.0,3240.0,0.0,914.0,1713.0,3237.0,0.0,0.0
7,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8,31.0,46.0,31.0,25.0,21.0,22.0,44.0,42.0,25.0
9,11.0,8.0,14.0,10.0,18.0,6.0,12.0,9.0,12.0
10,2643.0,3099.0,3240.0,2297.0,2742.0,1713.0,3237.0,3115.0,2464.0
11,94.0,97.0,100.0,96.0,97.0,95.0,100.0,100.0,100.0
12,2.0,2.0,0.0,5.0,6.0,7.0,1.0,2.0,6.0
13,84.0,92.0,95.0,68.0,82.0,53.0,95.0,92.0,74.0
14,5.0,9.0,10.0,8.0,6.0,4.0,9.0,8.0,8.0
15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,59.0,49.0,64.0,73.0,68.0,65.0,50.0,34.0,39.0
17,22.0,20.0,19.0,23.0,23.0,15.0,17.0,37.0,32.0
18,19.0,31.0,17.0,4.0,10.0,20.0,33.0,29.0,29.0
