,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,35.0,29.0,6.5,6.5,9.0,6.5,6.5,8.0,9.0
2,73980.0,67787.0,37385.0,45093.0,46657.0,47102.0,47102.0,71806.0,71806.0
3,29.0,30.0,33.0,34.0,36.0,23.0,3.0,6.0,8.0
4,2.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0
5,1.0,0.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0
6,697.0,0.0,2844.0,3005.0,452.0,1821.0,0.0,0.0,0.0
7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,17.0,15.0,40.0,50.0,55.0,20.0,3.0,2.0,5.0
9,13.0,12.0,11.0,9.0,9.0,5.0,1.0,2.0,3.0
10,1394.0,1234.0,2844.0,3005.0,3164.0,1821.0,216.0,336.0,373.0
11,52.0,33.0,97.0,97.0,97.0,87.0,100.0,100.0,75.0
12,14.0,26.0,1.0,1.0,1.0,4.0,1.0,6.0,16.0
13,76.0,79.0,89.0,89.0,95.0,61.0,8.0,16.0,21.0
14,3.0,4.0,14.0,12.0,10.0,8.0,1.0,2.0,1.0
15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16,72.0,87.0,36.0,53.0,36.0,30.0,33.0,67.0,50.0
17,14.0,7.0,21.0,18.0,19.0,30.0,33.0,17.0,13.0
18,14.0,7.0,42.0,29.0,44.0,39.0,33.0,17.0,38.0
